GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Male,United States,Master's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to tune the parameters properly,10-25% of projects,85000,SelfLearner
Male,United States,Doctoral degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,15000,MixLearner
Male,United States,Doctoral degree,6 to 10 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,90000,MixLearner
Male,United States,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,76-99% of projects,70000,SelfLearner
Female,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,93000,ClassroomLearner
Female,United States,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,97000,ClassroomLearner
Male,United States,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,90000,ClassroomLearner
Male,United States,Bachelor's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,130000,ClassroomLearner
Male,United States,Bachelor's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",76-99% of projects,185000,MixLearner
Male,Brazil,Master's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,40000,ClassroomLearner
Female,United States,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,28000,ClassroomLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,100000,ClassroomLearner
Male,United States,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,63500,ClassroomLearner
Male,United States,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,26-50% of projects,200000,MixLearner
Male,United States,Bachelor's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to run the code / standard library,100% of projects,120000,MixLearner
Male,United States,Master's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,70000,SelfLearner
Male,United States,Bachelor's degree,1 to 2 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,10-25% of projects,50000,ClassroomLearner
Female,United States,Professional degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,10-25% of projects,101000,ClassroomLearner
Female,United States,Doctoral degree,6 to 10 years,Other,Enough to refine and innovate on the algorithm,100% of projects,48000,ClassroomLearner
Female,United States,Bachelor's degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,150000,JobLearner
Female,United States,Bachelor's degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,26-50% of projects,125000,SelfLearner
Male,United States,Doctoral degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to tune the parameters properly,100% of projects,30000,ClassroomLearner
Male,United States,Master's degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,65000,MixLearner
Male,United States,Doctoral degree,More than 10 years,Other,Enough to refine and innovate on the algorithm,100% of projects,167000,MixLearner
Male,United States,Some college/university study without earning a bachelor's degree,6 to 10 years,Research that advances the state of the art of machine learning,Enough to tune the parameters properly,Less than 10% of projects,39000,SelfLearner
Male,United States,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,105000,ClassroomLearner
Male,United States,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,99300,SelfLearner
Female,United States,Master's degree,1 to 2 years,Other,Enough to run the code / standard library,100% of projects,70000,MixLearner
